,altitude_above_seaLevel(feet), compass_heading(degrees),latitude,longitude,altitude(feet), roll(degrees), pitch(degrees),height_above_takeoff(feet),gimbal_heading(degrees),gimbal_pitch(degrees)
3942,2019.2906984756,308.6,40.2732477436247,-7.49921476650724,2019.2906984756,8.5,4.6,264.763788,308.1,-89.9
3943,2019.2906984756,308.6,40.2732477432078,-7.49921478734484,2019.2906984756,8.5,4.8,264.763788,308.1,-89.9
3944,2018.9626144756,308.6,40.2732477457091,-7.49921480719446,2018.9626144756,8.5,4.7,264.435704,308.1,-89.9
3945,2019.2906984756,308.6,40.2732477544636,-7.49921481797253,2019.2906984756,8.4,4.9,264.763788,308.1,-89.9
3946,2019.2906984756,308.6,40.2732477465429,-7.49921486701276,2019.2906984756,8.5,4.9,264.763788,308.1,-89.9
3947,2018.9626144756,308.6,40.2732477555058,-7.49921484770205,2018.9626144756,8.3,4.9,264.435704,308.1,-89.9
3948,2019.2906984756,308.6,40.273247763635,-7.49921481824198,2019.2906984756,8.2,4.6,264.763788,308.1,-89.9
3949,2018.9626144756,308.6,40.2732478057401,-7.49921482578663,2018.9626144756,8.3,4.7,264.435704,308.1,-89.9
3950,2019.2906984756,308.6,40.2732479237176,-7.4992149083287,2019.2906984756,8.2,4.5,264.763788,308.1,-89.9
3951,2019.2906984756,308.6,40.2732479441448,-7.49921486368952,2019.2906984756,8.4,4.7,264.763788,308.1,-89.9
3952,2019.2906984756,308.6,40.2732479576934,-7.49921479991926,2019.2906984756,8.2,4.7,264.763788,308.1,-89.9
3953,2019.2906984756,308.5,40.2732479589441,-7.4992147689323,2019.2906984756,8.2,4.4,264.763788,308.1,-89.9
3954,2018.9626144756,308.5,40.2732479624876,-7.49921475204666,2018.9626144756,8.3,4.7,264.435704,308.1,-89.9
3955,2018.9626144756,308.5,40.2732479195488,-7.49921469573123,2018.9626144756,8.1,4.8,264.435704,308.1,-89.9
3956,2018.9626144756,308.5,40.2732479333059,-7.49921470561113,2018.9626144756,8.1,5.1,264.435704,308.1,-89.9
3957,2018.9626144756,308.5,40.2732479474798,-7.49921468755786,2018.9626144756,8.1,5.2,264.435704,308.1,-89.9
3958,2018.9626144756,308.5,40.2732479637382,-7.49921465639127,2018.9626144756,7.9,4.9,264.435704,308.1,-89.9
3959,2018.9626144756,308.5,40.2732479193403,-7.49921468710877,2018.9626144756,7.9,5.0,264.435704,308.1,-89.9
3960,2018.9626144756,308.5,40.2732479368494,-7.49921467453435,2018.9626144756,7.9,5.2,264.435704,308.1,-89.9
3961,2018.9626144756,308.5,40.2732479827063,-7.4992146586367,2018.9626144756,7.9,5.3,264.435704,308.1,-89.9
3962,2018.9626144756,308.5,40.2732480389854,-7.4992146362722,2018.9626144756,7.7,5.3,264.435704,308.1,-89.9
3963,2018.9626144756,308.5,40.2732480671249,-7.49921464327795,2018.9626144756,7.5,5.2,264.435704,308.1,-89.9
3964,2018.6345304756,308.6,40.2732480692093,-7.4992146097761,2018.6345304756,7.4,5.1,264.10762,308.1,-89.9
3965,2018.6345304756,308.6,40.273248080882,-7.49921458471709,2018.6345304756,7.6,5.1,264.10762,308.1,-89.9
3966,2018.6345304756,308.7,40.2732480898449,-7.49921455965807,2018.6345304756,7.8,4.9,264.10762,308.1,-89.9
3967,2018.9626144756,308.7,40.2732480564944,-7.49921448412175,2018.9626144756,8.0,4.7,264.435704,308.1,-89.9
3968,2018.9626144756,308.7,40.2732480204341,-7.49921441720788,2018.9626144756,8.1,4.6,264.435704,308.1,-89.9
3969,2018.9626144756,308.6,40.2732479789544,-7.49921435101256,2018.9626144756,8.2,4.5,264.435704,308.1,-89.9
3970,2018.9626144756,308.6,40.2732479383084,-7.4992142810449,2018.9626144756,8.0,4.4,264.435704,308.1,-89.9
3971,2018.9626144756,308.6,40.2732479182981,-7.49921425769242,2018.9626144756,8.0,4.7,264.435704,308.1,-89.9
3972,2019.2906984756,308.7,40.2732478661879,-7.49921429128407,2019.2906984756,8.0,4.7,264.763788,308.1,-89.9
3973,2019.2906984756,308.6,40.2732478666048,-7.49921425975821,2019.2906984756,8.2,4.5,264.763788,308.1,-89.9
3974,2018.9626144756,308.6,40.2732478772353,-7.49921422140624,2018.9626144756,8.2,4.5,264.435704,308.1,-89.9
3975,2018.9626144756,308.6,40.2732478626444,-7.49921421646629,2018.9626144756,8.0,4.6,264.435704,308.1,-89.9
3976,2018.9626144756,308.7,40.2732478547237,-7.49921429469713,2018.9626144756,7.9,4.9,264.435704,308.1,-89.9
3977,2018.9626144756,308.7,40.2732478536815,-7.49921431463656,2018.9626144756,8.2,5.1,264.435704,308.1,-89.9
3978,2018.9626144756,308.8,40.2732478540983,-7.49921433224075,2018.9626144756,8.3,5.1,264.435704,308.1,-89.9
3979,2018.9626144756,308.8,40.2732478576418,-7.49921429936763,2018.9626144756,8.3,5.0,264.435704,308.1,-89.9
3980,2018.9626144756,308.7,40.2732478991216,-7.49921424332165,2018.9626144756,8.3,4.6,264.435704,308.1,-89.9
3981,2018.9626144756,308.7,40.2732478607684,-7.4992142029937,2018.9626144756,8.1,4.4,264.435704,308.1,-89.9
3982,2019.2906984756,308.7,40.2732478136608,-7.499214173354,2019.2906984756,8.0,4.6,264.763788,308.1,-89.9
3983,2019.2906984756,308.7,40.2732477936505,-7.49921416284538,2019.2906984756,8.1,4.8,264.763788,308.1,-89.9
3984,2019.2906984756,308.8,40.2732477040209,-7.49921419670649,2019.2906984756,8.2,4.9,264.763788,308.1,-89.9
3985,2019.2906984756,308.7,40.273247707356,-7.49921420002973,2019.2906984756,8.3,4.7,264.763788,308.1,-89.9
3986,2019.2906984756,308.6,40.2732477204878,-7.49921420479004,2019.2906984756,8.2,4.5,264.763788,308.1,-89.9
3987,2019.2906984756,308.6,40.2732477083982,-7.4992142258971,2019.2906984756,8.0,4.5,264.763788,308.1,-89.9
3988,2019.2906984756,308.6,40.2732476958918,-7.49921425930913,2019.2906984756,8.2,5.1,264.763788,308.1,-89.9
3989,2019.2906984756,308.6,40.273247687971,-7.49921438370604,2019.2906984756,8.3,5.3,264.763788,308.1,-89.9
3990,2019.2906984756,308.7,40.2732477115248,-7.4992144115494,2019.2906984756,7.9,5.6,264.763788,308.1,-89.9
3991,2019.2906984756,308.8,40.2732477359124,-7.49921442556089,2019.2906984756,7.8,5.7,264.763788,308.1,-89.9
3992,2019.2906984756,308.8,40.2732477496695,-7.49921442762669,2019.2906984756,8.0,5.4,264.763788,308.1,-89.9
3993,2019.2906984756,308.7,40.2732477807272,-7.49921441604026,2019.2906984756,8.0,5.1,264.763788,308.1,-89.9
3994,2019.6187824756,308.7,40.2732477675954,-7.49921439646009,2019.6187824756,8.1,5.2,265.091872,308.1,-89.9
3995,2019.2906984756,308.7,40.2732477373715,-7.49921440589091,2019.2906984756,8.0,5.3,264.763788,308.1,-89.9
3996,2019.6187824756,308.8,40.2732476954749,-7.49921441918386,2019.6187824756,8.0,5.2,265.091872,308.1,-89.9
3997,2019.6187824756,308.7,40.2732476027187,-7.49921445259589,2019.6187824756,8.3,5.0,265.091872,308.1,-89.9
3998,2019.6187824756,308.7,40.2732475558195,-7.49921443077029,2019.6187824756,8.5,4.8,265.091872,308.1,-89.9
3999,2019.6187824756,308.7,40.2732475293475,-7.49921439942406,2019.6187824756,8.1,4.6,265.091872,308.1,-89.9
4000,2019.2906984756,308.7,40.2732475085034,-7.49921436232953,2019.2906984756,8.2,4.6,264.763788,308.1,-89.9
4001,2019.2906984756,308.7,40.2732474459712,-7.499214441728,2019.2906984756,8.4,4.6,264.763788,308.1,-89.9
4002,2019.2906984756,308.7,40.2732473869824,-7.49921444792539,2019.2906984756,8.5,4.5,264.763788,308.1,-89.9
4003,2019.2906984756,308.7,40.2732473279937,-7.49921439169978,2019.2906984756,8.3,4.5,264.763788,308.1,-89.9
4004,2018.9626144756,308.8,40.2732472656699,-7.49921431095405,2018.9626144756,8.1,4.3,264.435704,308.1,-89.9
4005,2019.2906984756,308.7,40.2732472454511,-7.49921426254255,2019.2906984756,8.1,4.1,264.763788,308.1,-89.9
4006,2019.2906984756,308.7,40.2732472731738,-7.49921419958064,2019.2906984756,8.4,4.0,264.763788,308.1,-89.9
4007,2019.2906984756,308.7,40.2732472448258,-7.49921415161822,2019.2906984756,8.4,4.0,264.763788,308.1,-89.9
4008,2019.2906984756,308.6,40.2732472158525,-7.49921409826676,2019.2906984756,8.5,3.9,264.763788,308.1,-89.9
4009,2019.2906984756,308.5,40.2732471931325,-7.49921409458426,2019.2906984756,8.5,3.8,264.763788,308.1,-89.9
4010,2019.6187824756,308.6,40.2732471483177,-7.49921416024068,2019.6187824756,8.5,4.5,265.091872,308.1,-89.9
4011,2019.6187824756,308.6,40.2732471474839,-7.49921415557018,2019.6187824756,8.4,4.9,265.091872,308.1,-89.9
4012,2019.2906984756,308.7,40.2732471504021,-7.49921413751691,2019.2906984756,8.0,4.9,264.763788,308.1,-89.9
4013,2019.2906984756,308.8,40.2732471862539,-7.49921418044956,2019.2906984756,7.8,5.0,264.763788,308.1,-89.9
4014,2018.9626144756,308.8,40.2732472606673,-7.49921437220943,2018.9626144756,8.0,5.0,264.435704,308.1,-89.9
4015,2018.9626144756,308.8,40.2732472725484,-7.49921440301675,2018.9626144756,8.0,4.6,264.435704,308.1,-89.9
4016,2018.9626144756,308.8,40.2732472694218,-7.49921441604026,2018.9626144756,8.2,4.2,264.435704,308.1,-89.9
4017,2018.9626144756,308.7,40.2732472427414,-7.49921440544182,2018.9626144756,8.6,4.2,264.435704,308.1,-89.9
4018,2018.9626144756,308.7,40.273247189589,-7.49921438397549,2018.9626144756,8.6,4.4,264.435704,308.1,-89.9
4019,2019.2906984756,308.6,40.2732471608241,-7.49921435667104,2019.2906984756,8.6,4.2,264.763788,308.1,-89.9
4020,2018.9626144756,308.6,40.2732471391463,-7.49921432649244,2018.9626144756,8.7,4.1,264.435704,308.1,-89.9
4021,2018.9626144756,308.7,40.273247104962,-7.49921429900836,2018.9626144756,8.5,4.4,264.435704,308.1,-89.9
4022,2018.9626144756,308.7,40.2732470686933,-7.49921426388981,2018.9626144756,8.2,4.5,264.435704,308.1,-89.9
4023,2018.9626144756,308.8,40.2732469926124,-7.49921421466994,2018.9626144756,8.3,4.4,264.435704,308.1,-89.9
4024,2018.9626144756,308.8,40.2732470011585,-7.49921419167672,2018.9626144756,8.2,4.5,264.435704,308.1,-89.9
4025,2018.9626144756,308.8,40.273247009913,-7.49921417506053,2018.9626144756,8.4,4.1,264.435704,308.1,-89.9
4026,2018.9626144756,308.8,40.2732470176253,-7.49921415916287,2018.9626144756,8.4,4.2,264.435704,308.1,-89.9
4027,2018.9626144756,308.8,40.2732469671826,-7.49921423811225,2018.9626144756,8.6,4.0,264.435704,308.1,-89.9
4028,2018.9626144756,308.7,40.2732469054841,-7.49921422966943,2018.9626144756,8.8,4.0,264.435704,308.1,-89.9
4029,2018.9626144756,308.7,40.273246874218,-7.49921423029815,2018.9626144756,8.8,4.0,264.435704,308.1,-89.9
4030,2018.9626144756,308.7,40.2732468517064,-7.4992142300287,2018.9626144756,8.8,3.9,264.435704,308.1,-89.9
4031,2018.9626144756,308.8,40.2732468996478,-7.49921429577494,2018.9626144756,8.7,4.0,264.435704,308.1,-89.9
4032,2018.9626144756,308.8,40.2732469081939,-7.49921428912846,2018.9626144756,8.7,4.0,264.435704,308.1,-89.9
4033,2018.9626144756,308.8,40.2732468829725,-7.49921427933838,2018.9626144756,8.5,3.9,264.435704,308.1,-89.9
4034,2018.9626144756,308.8,40.2732468417012,-7.49921426604542,2018.9626144756,8.6,3.8,264.435704,308.1,-89.9
4035,2018.9626144756,308.8,40.2732468014721,-7.49921427924856,2018.9626144756,8.7,3.8,264.435704,308.1,-89.9
4036,2018.9626144756,308.8,40.2732467831294,-7.49921425984803,2018.9626144756,8.8,3.4,264.435704,308.1,-89.9
4037,2018.9626144756,308.8,40.2732467391483,-7.49921420883182,2018.9626144756,9.1,3.3,264.435704,308.1,-89.9
4038,2018.9626144756,308.7,40.273246694542,-7.49921414569028,2018.9626144756,9.1,3.5,264.435704,308.1,-89.9
4039,2018.9626144756,308.7,40.2732466922492,-7.49921411748766,2018.9626144756,8.9,3.5,264.435704,308.1,-89.9
4040,2018.9626144756,308.7,40.2732466901647,-7.49921406323803,2018.9626144756,8.9,3.7,264.435704,308.1,-89.9
4041,2018.9626144756,308.8,40.2732466914154,-7.49921405506466,2018.9626144756,8.8,3.5,264.435704,308.1,-89.9
4042,2018.9626144756,308.7,40.2732466909985,-7.49921404617275,2018.9626144756,8.5,3.7,264.435704,308.1,-89.9
4043,2018.9626144756,308.8,40.2732467145523,-7.49921400503644,2018.9626144756,8.4,3.9,264.435704,308.1,-89.9
4044,2018.9626144756,308.8,40.2732467443594,-7.49921396345105,2018.9626144756,8.5,3.7,264.435704,308.1,-89.9
4045,2018.6345304756,308.8,40.2732467187211,-7.49921392842231,2018.6345304756,8.4,3.4,264.10762,308.1,-89.9
4046,2018.6345304756,308.8,40.2732466789089,-7.49921389968079,2018.6345304756,8.4,3.4,264.10762,308.1,-89.9
4047,2018.6345304756,308.9,40.273246650561,-7.49921389213614,2018.6345304756,8.5,3.4,264.10762,308.1,-89.9
4048,2018.9626144756,308.8,40.273246534251,-7.49921397342076,2018.9626144756,8.8,3.4,264.435704,308.1,-89.9
4049,2018.9626144756,308.8,40.2732465115309,-7.49921396587611,2018.9626144756,8.8,3.1,264.435704,308.1,-89.9
4050,2018.9626144756,308.7,40.2732464956894,-7.49921395608603,2018.9626144756,9.0,2.8,264.435704,308.1,-89.9
4051,2018.9626144756,308.6,40.2732465034018,-7.49921391243484,2018.9626144756,8.6,2.7,264.435704,308.1,-89.9
4052,2019.2906984756,308.6,40.2732465584301,-7.49921386429278,2019.2906984756,8.5,3.2,264.763788,308.1,-89.9
4053,2019.2906984756,308.6,40.2732466053293,-7.49921380258832,2019.2906984756,8.4,3.4,264.763788,308.1,-89.9
4054,2018.9626144756,308.6,40.2732466588986,-7.49921373621336,2018.9626144756,8.2,3.5,264.435704,308.1,-89.9
4055,2018.9626144756,308.6,40.2732467110088,-7.49921371690264,2018.9626144756,8.2,3.4,264.435704,308.1,-89.9
4056,2018.9626144756,308.7,40.2732467622853,-7.49921370810055,2018.9626144756,8.0,3.3,264.435704,308.1,-89.9
4057,2018.9626144756,308.6,40.2732468427434,-7.49921374672198,2018.9626144756,8.1,3.1,264.435704,308.1,-89.9
4058,2018.9626144756,308.6,40.2732468710914,-7.4992137619011,2018.9626144756,8.1,3.4,264.435704,308.1,-89.9
4059,2018.9626144756,308.6,40.2732469152808,-7.4992137348661,2018.9626144756,7.9,3.4,264.435704,308.1,-89.9
4060,2018.9626144756,308.6,40.273246967391,-7.49921369678358,2018.9626144756,8.1,3.4,264.435704,308.1,-89.9
4061,2018.9626144756,308.7,40.273246911112,-7.49921374294965,2018.9626144756,8.0,3.7,264.435704,308.1,-89.9
4062,2018.9626144756,308.6,40.2732469192412,-7.49921373271048,2018.9626144756,8.0,3.5,264.435704,308.1,-89.9
4063,2018.9626144756,308.7,40.273246951758,-7.49921373621336,2018.9626144756,8.0,3.6,264.435704,308.1,-89.9
4064,2018.6345304756,308.7,40.2732469942799,-7.49921374259038,2018.6345304756,8.0,3.6,264.10762,308.1,-89.9
4065,2018.9626144756,308.6,40.2732469630138,-7.49921381947397,2018.9626144756,8.2,3.5,264.435704,308.1,-89.9
4066,2018.6345304756,308.6,40.2732469586365,-7.49921382369538,2018.6345304756,8.3,3.6,264.10762,308.1,-89.9
4067,2018.9626144756,308.7,40.273246981565,-7.49921381947397,2018.9626144756,8.2,3.5,264.435704,308.1,-89.9
4068,2018.6345304756,308.6,40.2732470136649,-7.49921380932461,2018.6345304756,8.1,3.4,264.10762,308.1,-89.9
4069,2018.6345304756,308.6,40.2732470157493,-7.49921369202326,2018.6345304756,8.0,3.3,264.10762,308.1,-89.9
4070,2018.6345304756,308.6,40.2732470190844,-7.49921362582794,2018.6345304756,8.1,3.3,264.10762,308.1,-89.9
4071,2018.6345304756,308.6,40.2732470568122,-7.49921359187701,2018.6345304756,8.1,3.5,264.10762,308.1,-89.9
4072,2018.9626144756,308.6,40.2732471047536,-7.49921356214749,2018.9626144756,8.0,3.5,264.435704,308.1,-89.9
4073,2018.9626144756,308.7,40.2732471251808,-7.49921355101015,2018.9626144756,8.0,3.4,264.435704,308.1,-89.9
4074,2018.9626144756,308.7,40.2732471520696,-7.49921359636787,2018.9626144756,7.7,3.5,264.435704,308.1,-89.9
4075,2018.9626144756,308.7,40.2732471818767,-7.49921359654751,2018.9626144756,7.9,3.4,264.435704,308.1,-89.9
4076,2018.6345304756,308.7,40.2732472131428,-7.49921359573915,2018.6345304756,8.0,3.1,264.10762,308.1,-89.9
4077,2018.6345304756,308.7,40.2732472483693,-7.49921359555952,2018.6345304756,8.1,3.0,264.10762,308.1,-89.9
4078,2018.6345304756,308.6,40.2732473567585,-7.49921366435954,2018.6345304756,8.2,2.9,264.10762,308.1,-89.9
4079,2018.6345304756,308.6,40.2732473565501,-7.49921362906136,2018.6345304756,8.2,2.8,264.10762,308.1,-89.9
4080,2018.6345304756,308.6,40.2732473488378,-7.49921358289528,2018.6345304756,8.2,3.0,264.10762,308.1,-89.9
4081,2018.6345304756,308.6,40.2732473392495,-7.49921357211721,2018.6345304756,8.2,3.0,264.10762,308.1,-89.9
4082,2018.9626144756,308.6,40.2732472512875,-7.49921354463313,2018.9626144756,8.4,3.1,264.435704,308.1,-89.9
4083,2018.9626144756,308.6,40.2732472592082,-7.49921356466238,2018.9626144756,8.5,3.3,264.435704,308.1,-89.9
4084,2018.9626144756,308.6,40.2732472731738,-7.49921359124829,2018.9626144756,8.3,3.3,264.435704,308.1,-89.9
4085,2018.6345304756,308.7,40.2732472892237,-7.49921361612767,2018.6345304756,8.4,3.4,264.10762,308.1,-89.9
4086,2018.6345304756,308.6,40.2732472896406,-7.49921369247235,2018.6345304756,8.4,3.3,264.10762,308.1,-89.9
4087,2018.6345304756,308.6,40.2732473394579,-7.4992136521444,2018.6345304756,8.3,3.0,264.10762,308.1,-89.9
4088,2018.6345304756,308.6,40.273247404283,-7.49921359690677,2018.6345304756,8.1,3.0,264.10762,308.1,-89.9
4089,2018.6345304756,308.7,40.2732474361745,-7.49921359798458,2018.6345304756,8.2,3.1,264.10762,308.1,-89.9
4090,2018.9626144756,308.7,40.2732474601452,-7.4992136157684,2018.9626144756,8.2,3.3,264.435704,308.1,-89.9
4091,2018.9626144756,308.7,40.2732475433131,-7.49921361244516,2018.9626144756,8.1,3.3,264.435704,308.1,-89.9
4092,2018.9626144756,308.6,40.273247592922,-7.49921360561905,2018.9626144756,8.2,3.1,264.435704,308.1,-89.9
4093,2018.6345304756,308.7,40.2732476081382,-7.49921359349372,2018.6345304756,8.0,3.2,264.10762,308.1,-89.9
4094,2018.9626144756,308.7,40.2732476100141,-7.4992135736441,2018.9626144756,8.2,2.9,264.435704,308.1,-89.9
4095,2018.9626144756,308.6,40.2732476241881,-7.49921357750625,2018.9626144756,8.2,3.0,264.435704,308.1,-89.9
4096,2018.9626144756,308.6,40.2732476508685,-7.49921355199814,2018.9626144756,8.1,2.8,264.435704,308.1,-89.9
4097,2018.9626144756,308.6,40.2732476504517,-7.49921352954382,2018.9626144756,8.2,2.6,264.435704,308.1,-89.9
4098,2018.9626144756,308.6,40.2732476496179,-7.49921351059238,2018.9626144756,8.1,2.5,264.435704,308.1,-89.9
4099,2018.6345304756,308.5,40.273247575413,-7.49921342598452,2018.6345304756,8.1,2.7,264.10762,308.1,-89.9
4100,2018.6345304756,308.5,40.2732475822915,-7.49921337290251,2018.6345304756,8.1,2.7,264.10762,308.1,-89.9
4101,2018.6345304756,308.5,40.2732476396127,-7.49921336032809,2018.6345304756,7.7,2.8,264.10762,308.1,-89.9
4102,2018.6345304756,308.6,40.2732477186118,-7.49921336562731,2018.6345304756,7.7,2.9,264.10762,308.1,-89.9
4103,2018.6345304756,308.5,40.2732478249166,-7.4992133759563,2018.6345304756,7.9,3.0,264.10762,308.1,-89.9
4104,2018.9626144756,308.5,40.2732478741087,-7.49921336499859,2018.9626144756,8.0,3.2,264.435704,308.1,-89.9
4105,2018.6345304756,308.5,40.2732479364325,-7.49921337838136,2018.6345304756,7.9,3.2,264.10762,308.1,-89.9
4106,2018.6345304756,308.6,40.2732480095952,-7.49921339912915,2018.6345304756,7.9,3.2,264.10762,308.1,-89.9
4107,2018.6345304756,308.5,40.2732480377347,-7.49921342311036,2018.6345304756,7.9,3.4,264.10762,308.1,-89.9
4108,2018.9626144756,308.6,40.2732479929199,-7.49921350520335,2018.9626144756,8.0,3.5,264.435704,308.1,-89.9
4109,2018.6345304756,308.5,40.273248026062,-7.49921351292763,2018.6345304756,7.8,3.5,264.10762,308.1,-89.9
4110,2018.6345304756,308.5,40.2732480669164,-7.49921351526288,2018.6345304756,7.8,3.5,264.10762,308.1,-89.9
4111,2018.9626144756,308.5,40.2732481148578,-7.49921354373495,2018.9626144756,7.9,3.4,264.435704,308.1,-89.9
4112,2018.9626144756,308.5,40.2732481807251,-7.49921364558773,2018.9626144756,7.8,3.5,264.435704,308.1,-89.9
4113,2018.9626144756,308.5,40.2732482376295,-7.49921368852039,2018.9626144756,7.7,3.5,264.435704,308.1,-89.9
4114,2018.9626144756,308.5,40.2732482995364,-7.49921373163268,2018.9626144756,7.6,3.6,264.435704,308.1,-89.9
4115,2018.9626144756,308.5,40.2732483191298,-7.49921373872824,2018.9626144756,7.5,3.6,264.435704,308.1,-89.9
4116,2018.9626144756,308.5,40.273248260558,-7.49921376064365,2018.9626144756,7.5,3.8,264.435704,308.1,-89.9
4117,2018.9626144756,308.5,40.273248288489,-7.49921378606194,2018.9626144756,7.6,3.7,264.435704,308.1,-89.9
4118,2018.9626144756,308.5,40.2732483218396,-7.49921381938415,2018.9626144756,7.5,3.7,264.435704,308.1,-89.9
4119,2018.9626144756,308.5,40.2732483591505,-7.49921382890478,2018.9626144756,7.8,3.6,264.435704,308.1,-89.9
4120,2018.9626144756,308.5,40.2732484304372,-7.49921384695805,2018.9626144756,7.8,3.6,264.435704,308.1,-89.9
4121,2018.6345304756,308.5,40.2732484744183,-7.49921383770687,2018.6345304756,7.8,3.7,264.10762,308.1,-89.9
4122,2018.9626144756,308.5,40.2732485223597,-7.49921382010269,2018.9626144756,7.5,3.7,264.435704,308.1,-89.9
4123,2018.9626144756,308.5,40.2732485323648,-7.4992138388745,2018.9626144756,7.6,3.7,264.435704,308.1,-89.9
4124,2018.9626144756,308.5,40.2732485361167,-7.49921386195753,2018.9626144756,7.6,3.4,264.435704,308.1,-89.9
4125,2018.9626144756,308.5,40.2732484848403,-7.49921387623848,2018.9626144756,7.4,3.3,264.435704,308.1,-89.9
4126,2018.9626144756,308.5,40.2732484825475,-7.49921386599931,2018.9626144756,7.6,3.5,264.435704,308.1,-89.9
4127,2018.9626144756,308.5,40.273248522985,-7.49921385055074,2018.9626144756,7.4,3.6,264.435704,308.1,-89.9
4128,2018.9626144756,308.5,40.2732485765543,-7.49921383061131,2018.9626144756,7.3,3.7,264.435704,308.1,-89.9
4129,2018.9626144756,308.6,40.2732485663407,-7.49921380285777,2018.9626144756,7.5,3.5,264.435704,308.1,-89.9
4130,2018.9626144756,308.5,40.2732485851003,-7.49921377797839,2018.9626144756,7.4,3.4,264.435704,308.1,-89.9
4131,2018.9626144756,308.5,40.2732486319995,-7.49921376001493,2018.9626144756,6.9,3.4,264.435704,308.1,-89.9
4132,2018.9626144756,308.5,40.2732486855688,-7.49921375184156,2018.9626144756,7.0,3.8,264.435704,308.1,-89.9
4133,2018.6345304756,308.5,40.2732486745215,-7.4992138924954,2018.6345304756,7.3,3.7,264.10762,308.1,-89.9
4134,2018.6345304756,308.5,40.2732486565955,-7.49921394952937,2018.6345304756,7.5,3.7,264.10762,308.1,-89.9
4135,2018.6345304756,308.5,40.2732486201184,-7.4992139938991,2018.6345304756,7.7,3.8,264.10762,308.1,-89.9
4136,2018.6345304756,308.5,40.2732485775965,-7.49921403207144,2018.6345304756,7.7,3.7,264.10762,308.1,-89.9
4137,2018.6345304756,308.5,40.2732484358567,-7.49921407599208,2018.6345304756,7.8,3.5,264.10762,308.1,-89.9
4138,2018.6345304756,308.5,40.2732483899997,-7.49921410167982,2018.6345304756,8.0,3.5,264.10762,308.1,-89.9
4139,2018.9626144756,308.6,40.2732483647784,-7.49921415781561,2018.9626144756,8.2,3.7,264.435704,308.1,-89.9
4140,2018.9626144756,308.6,40.2732483439343,-7.4992142201488,2018.9626144756,8.4,3.9,264.435704,308.1,-89.9
4141,2018.9626144756,308.6,40.2732483435174,-7.49921427260208,2018.9626144756,8.2,3.7,264.435704,308.1,-89.9
4142,2018.9626144756,308.6,40.2732483922926,-7.49921439214886,2018.9626144756,8.3,3.4,264.435704,308.1,-89.9
4143,2018.9626144756,308.5,40.2732483656121,-7.49921442834522,2018.9626144756,8.3,3.4,264.435704,308.1,-89.9
4144,2018.9626144756,308.5,40.2732483378895,-7.49921446741573,2018.9626144756,8.3,3.3,264.435704,308.1,-89.9
4145,2018.9626144756,308.5,40.2732483474778,-7.49921450334264,2018.9626144756,7.9,3.7,264.435704,308.1,-89.9
4146,2018.9626144756,308.5,40.2732483558154,-7.4992145619035,2018.9626144756,7.8,4.0,264.435704,308.1,-89.9
4147,2018.9626144756,308.5,40.2732483468525,-7.49921456486747,2018.9626144756,7.9,3.8,264.435704,308.1,-89.9
4148,2018.9626144756,308.4,40.2732483305941,-7.49921456127478,2018.9626144756,8.0,3.8,264.435704,308.1,-89.9
4149,2018.9626144756,308.4,40.2732483418499,-7.49921459280064,2018.9626144756,8.1,4.0,264.435704,308.1,-89.9
4150,2018.9626144756,308.4,40.2732483553985,-7.499214611303,2018.9626144756,7.9,4.1,264.435704,308.1,-89.9
4151,2018.9626144756,308.4,40.2732483781186,-7.49921465531346,2018.9626144756,7.7,4.2,264.435704,308.1,-89.9
