,altitude_above_seaLevel(feet), compass_heading(degrees),latitude,longitude,altitude(feet), roll(degrees), pitch(degrees),height_above_takeoff(feet),gimbal_heading(degrees),gimbal_pitch(degrees)
4152,2018.9626144756,308.4,40.2732483993796,-7.49921469797666,2018.9626144756,7.7,4.4,264.435704,308.1,-89.9
4153,2018.9626144756,308.4,40.2732484083425,-7.49921473480174,2018.9626144756,7.7,4.2,264.435704,308.1,-89.9
4154,2018.9626144756,308.4,40.2732483931263,-7.4992148406963,2018.9626144756,7.8,4.1,264.435704,308.1,-89.9
4155,2018.9626144756,308.4,40.2732483950023,-7.49921487356942,2018.9626144756,7.8,4.0,264.435704,308.1,-89.9
4156,2019.2906984756,308.4,40.2732484075088,-7.4992149077898,2019.2906984756,7.8,4.0,264.763788,308.1,-89.9
4157,2018.9626144756,308.4,40.273248429395,-7.49921495063264,2018.9626144756,7.5,4.3,264.435704,308.1,-89.9
4158,2018.9626144756,308.4,40.2732484633709,-7.499214995182,2018.9626144756,7.3,4.4,264.435704,308.1,-89.9
4159,2018.9626144756,308.4,40.2732484687904,-7.4992151496677,2018.9626144756,7.3,4.4,264.435704,308.1,-89.9
4160,2018.9626144756,308.4,40.2732485363252,-7.4992152682265,2018.9626144756,7.0,4.8,264.435704,308.1,-89.9
4161,2018.9626144756,308.4,40.2732486078204,-7.49921532202704,2018.9626144756,6.8,5.2,264.435704,308.1,-89.9
4162,2018.9626144756,308.5,40.2732486916136,-7.49921536469024,2018.9626144756,6.7,6.0,264.435704,308.1,-89.9
4163,2018.9626144756,308.5,40.2732489008882,-7.49921555905481,2018.9626144756,6.5,6.1,264.435704,308.1,-89.9
4164,2018.9626144756,308.5,40.2732490534669,-7.49921566315302,2018.9626144756,6.5,6.2,264.435704,308.1,-89.9
4165,2018.9626144756,308.5,40.2732491568535,-7.49921573464757,2018.9626144756,6.6,6.2,264.435704,308.1,-89.9
4166,2018.6345304756,308.5,40.2732492504435,-7.49921579284916,2018.6345304756,6.5,6.2,264.10762,308.1,-89.9
4167,2018.6345304756,308.5,40.2732493242315,-7.49921589973171,2018.6345304756,6.2,6.4,264.10762,308.1,-89.9
4168,2018.6345304756,308.5,40.2732494126104,-7.4992159709568,2018.6345304756,6.1,6.4,264.10762,308.1,-89.9
4169,2018.6345304756,308.5,40.2732494834803,-7.49921599808161,2018.6345304756,6.1,6.5,264.10762,308.1,-89.9
4170,2018.6345304756,308.5,40.2732495497645,-7.49921601245238,2018.6345304756,6.1,6.5,264.10762,308.1,-89.9
4171,2018.6345304756,308.5,40.2732494934855,-7.49921595146645,2018.6345304756,6.3,6.6,264.10762,308.1,-89.9
4172,2018.6345304756,308.5,40.2732495026569,-7.49921595002938,2018.6345304756,6.1,6.4,264.10762,308.1,-89.9
4173,2018.6345304756,308.5,40.2732495380918,-7.49921595308316,2018.6345304756,6.0,6.2,264.10762,308.1,-89.9
4174,2018.6345304756,308.5,40.2732495837404,-7.49921595496933,2018.6345304756,6.0,6.2,264.10762,308.1,-89.9
4175,2018.6345304756,308.5,40.2732496120883,-7.4992159262278,2018.6345304756,5.9,6.2,264.10762,308.1,-89.9
4176,2018.9626144756,308.5,40.2732496531512,-7.49921584673952,2018.9626144756,6.0,6.4,264.435704,308.1,-89.9
4177,2018.9626144756,308.5,40.2732496285551,-7.49921583811706,2018.9626144756,5.7,6.1,264.435704,308.1,-89.9
4178,2018.9626144756,308.4,40.2732495808222,-7.49921584287737,2018.9626144756,6.5,6.0,264.435704,308.1,-89.9
4179,2018.9626144756,308.4,40.273249567482,-7.49921585697869,2018.9626144756,6.1,6.0,264.435704,308.1,-89.9
4180,2018.9626144756,308.5,40.2732495062004,-7.49921595730457,2018.9626144756,6.1,5.9,264.435704,308.1,-89.9
4181,2018.9626144756,308.6,40.273249475768,-7.49921602071557,2018.9626144756,6.5,6.0,264.435704,308.1,-89.9
4182,2018.9626144756,308.6,40.2732494367896,-7.4992160952639,2018.9626144756,7.3,5.7,264.435704,308.1,-89.9
4183,2018.9626144756,308.6,40.2732494203228,-7.49921616981223,2018.9626144756,7.7,6.6,264.435704,308.1,-89.9
4184,2019.2906984756,308.7,40.273249414278,-7.49921627795222,2019.2906984756,7.1,7.1,264.763788,308.1,-89.9
4185,2018.9626144756,308.7,40.2732494426259,-7.49921632744153,2018.9626144756,6.7,6.8,264.435704,308.1,-89.9
4186,2018.9626144756,308.7,40.2732494813959,-7.4992163542969,2018.9626144756,6.5,6.4,264.435704,308.1,-89.9
4187,2018.9626144756,308.6,40.2732495341315,-7.49921632923788,2018.9626144756,6.1,6.6,264.435704,308.1,-89.9
4188,2018.6345304756,308.7,40.2732496641985,-7.49921626160548,2018.6345304756,5.6,6.8,264.10762,308.1,-89.9
4189,2018.3064464756,308.7,40.2732496952562,-7.49921623097779,2018.3064464756,5.1,6.8,263.779536,308.1,-89.9
4190,2018.3064464756,308.6,40.2732496969237,-7.49921619891302,2018.3064464756,5.5,6.8,263.779536,308.1,-89.9
4191,2018.3064464756,308.6,40.2732496446051,-7.49921612678976,2018.3064464756,5.6,6.4,263.779536,308.1,-89.9
4192,2018.3064464756,308.6,40.2732495578937,-7.49921604451714,2018.3064464756,6.0,5.5,263.779536,308.1,-89.9
4193,2018.3064464756,308.6,40.2732494009378,-7.49921599170459,2018.3064464756,6.5,5.1,263.779536,308.1,-89.9
4194,2018.3064464756,308.5,40.2732492894219,-7.49921591670717,2018.3064464756,6.7,5.3,263.779536,308.1,-89.9
4195,2018.3064464756,308.6,40.2732492022936,-7.49921587152908,2018.3064464756,6.7,5.4,263.779536,308.1,-89.9
4196,2018.3064464756,308.6,40.2732491155823,-7.49921583632071,2018.3064464756,7.0,5.4,263.779536,308.1,-89.9
4197,2018.6345304756,308.6,40.2732488915084,-7.49921585796668,2018.6345304756,7.4,5.3,264.10762,308.1,-89.9
4198,2018.6345304756,308.7,40.2732487758237,-7.49921585958339,2018.6345304756,7.5,5.4,264.10762,308.1,-89.9
4199,2018.6345304756,308.7,40.2732486797325,-7.4992158945223,2018.6345304756,7.4,5.5,264.10762,308.1,-89.9
4200,2018.6345304756,308.7,40.2732485894776,-7.49921593970039,2018.6345304756,7.6,5.6,264.10762,308.1,-89.9
4201,2018.6345304756,308.8,40.273248477128,-7.49921596323251,2018.6345304756,7.5,5.9,264.10762,308.1,-89.9
4202,2018.6345304756,308.7,40.2732484037568,-7.49921593943094,2018.6345304756,7.2,5.7,264.10762,308.1,-89.9
4203,2018.9626144756,308.7,40.2732483405992,-7.49921593592806,2018.9626144756,7.3,5.8,264.435704,308.1,-89.9
4204,2018.9626144756,308.7,40.2732482753573,-7.49921593700587,2018.9626144756,7.5,6.2,264.435704,308.1,-89.9
4205,2018.6345304756,308.8,40.2732483016208,-7.49921595416097,2018.6345304756,7.2,6.2,264.10762,308.1,-89.9
4206,2018.9626144756,308.8,40.2732482618086,-7.49921595505914,2018.9626144756,7.3,6.0,264.435704,308.1,-89.9
4207,2018.9626144756,308.8,40.2732482486768,-7.49921599520746,2018.9626144756,8.1,5.7,264.435704,308.1,-89.9
4208,2019.2906984756,308.8,40.2732482426321,-7.49921604667276,2019.2906984756,7.9,5.9,264.763788,308.1,-89.9
4209,2019.2906984756,308.8,40.2732481646752,-7.49921606427694,2019.2906984756,7.9,5.7,264.763788,308.1,-89.9
4210,2019.6187824756,308.7,40.2732480669164,-7.49921613038245,2019.6187824756,8.2,5.4,265.091872,308.1,-89.9
4211,2019.6187824756,308.7,40.273247991044,-7.49921611457461,2019.6187824756,8.2,5.4,265.091872,308.1,-89.9
4212,2019.6187824756,308.7,40.2732479316383,-7.49921609023413,2019.6187824756,8.1,5.3,265.091872,308.1,-89.9
4213,2019.6187824756,308.7,40.2732479107943,-7.49921606373804,2019.6187824756,7.8,5.1,265.091872,308.1,-89.9
4214,2019.6187824756,308.7,40.273247932889,-7.49921599942887,2019.6187824756,7.8,5.4,265.091872,308.1,-89.9
4215,2019.6187824756,308.7,40.2732479051664,-7.49921597841163,2019.6187824756,7.7,5.5,265.091872,308.1,-89.9
4216,2019.6187824756,308.7,40.2732478720243,-7.4992159532628,2019.6187824756,7.5,5.7,265.091872,308.1,-89.9
4217,2019.2906984756,308.7,40.2732478524308,-7.49921592964086,2019.2906984756,7.3,5.5,264.763788,308.1,-89.9
4218,2019.2906984756,308.6,40.2732477851044,-7.49921591347375,2019.2906984756,7.2,5.3,264.763788,308.1,-89.9
4219,2019.2906984756,308.6,40.2732477917745,-7.49921588464241,2019.2906984756,7.2,5.0,264.763788,308.1,-89.9
4220,2019.2906984756,308.6,40.2732478111595,-7.49921585742777,2019.2906984756,7.4,4.9,264.763788,308.1,-89.9
4221,2019.2906984756,308.8,40.2732477980278,-7.49921584072176,2019.2906984756,7.0,5.5,264.763788,308.1,-89.9
4222,2019.6187824756,308.8,40.2732477527961,-7.49921587970246,2019.6187824756,7.1,5.5,265.091872,308.1,-89.9
4223,2019.6187824756,308.9,40.2732477242397,-7.49921583245857,2019.6187824756,7.5,5.1,265.091872,308.1,-89.9
4224,2019.6187824756,308.8,40.2732476910976,-7.49921576805959,2019.6187824756,7.6,4.6,265.091872,308.1,-89.9
4225,2019.6187824756,308.8,40.2732476287738,-7.49921570626531,2019.6187824756,7.7,4.4,265.091872,308.1,-89.9
4226,2019.6187824756,308.7,40.2732475616559,-7.4992156500397,2019.6187824756,7.9,4.6,265.091872,308.1,-89.9
4227,2019.9468664756,308.8,40.2732475009996,-7.49921554396551,2019.9468664756,7.8,4.9,265.419956,308.1,-89.9
4228,2019.6187824756,308.8,40.273247478488,-7.49921548630282,2019.6187824756,7.7,4.9,265.091872,308.1,-89.9
4229,2019.6187824756,308.8,40.2732474457628,-7.49921546753101,2019.6187824756,7.6,4.9,265.091872,308.1,-89.9
4230,2019.6187824756,308.8,40.2732474051168,-7.49921545217226,2019.6187824756,7.6,4.8,265.091872,308.1,-89.9
4231,2019.2906984756,308.8,40.2732473457112,-7.49921546205216,2019.2906984756,7.5,4.6,264.763788,308.1,-89.9
4232,2019.2906984756,308.8,40.2732472940178,-7.49921540636545,2019.2906984756,7.5,4.5,264.763788,308.1,-89.9
4233,2019.2906984756,308.8,40.2732472710893,-7.49921538013881,2019.2906984756,7.7,4.2,264.763788,308.1,-89.9
4234,2019.6187824756,308.8,40.2732472608757,-7.49921536495969,2019.6187824756,7.8,4.2,265.091872,308.1,-89.9
4235,2019.6187824756,308.7,40.2732471408138,-7.49921537995918,2019.6187824756,8.0,4.2,265.091872,308.1,-89.9
4236,2019.6187824756,308.7,40.2732470620232,-7.4992153582234,2019.6187824756,8.1,4.5,265.091872,308.1,-89.9
4237,2019.2906984756,308.7,40.2732470551446,-7.49921533927195,2019.2906984756,8.0,4.7,264.763788,308.1,-89.9
4238,2019.2906984756,308.7,40.2732470755718,-7.49921531978161,2019.2906984756,7.8,4.7,264.763788,308.1,-89.9
4239,2019.2906984756,308.7,40.2732471629085,-7.4992153889409,2019.2906984756,7.9,5.0,264.763788,308.1,-89.9
4240,2019.2906984756,308.7,40.2732471931325,-7.49921541813152,2019.2906984756,7.6,5.4,264.763788,308.1,-89.9
4241,2019.2906984756,308.7,40.2732472456596,-7.49921544256181,2019.2906984756,7.4,5.6,264.763788,308.1,-89.9
4242,2019.2906984756,308.7,40.2732473036061,-7.49921546456704,2019.2906984756,7.4,5.6,264.763788,308.1,-89.9
4243,2019.2906984756,308.7,40.273247344669,-7.49921547049498,2019.2906984756,7.4,5.8,264.763788,308.1,-89.9
4244,2018.9626144756,308.7,40.2732474192908,-7.49921549573363,2018.9626144756,7.3,5.8,264.435704,308.1,-89.9
4245,2019.2906984756,308.7,40.273247464314,-7.49921551423599,2019.2906984756,7.3,5.8,264.763788,308.1,-89.9
4246,2018.9626144756,308.8,40.2732475103794,-7.49921553264853,2018.9626144756,7.3,5.9,264.435704,308.1,-89.9
4247,2018.9626144756,308.8,40.2732475041262,-7.49921551773886,2018.9626144756,7.1,5.7,264.435704,308.1,-89.9
4248,2018.9626144756,308.7,40.2732474374251,-7.4992155350736,2018.9626144756,7.4,5.3,264.435704,308.1,-89.9
4249,2018.9626144756,308.7,40.2732474340901,-7.49921549690126,2018.9626144756,7.4,5.2,264.435704,308.1,-89.9
4250,2018.9626144756,308.7,40.2732474409686,-7.49921545280098,2018.9626144756,7.6,5.2,264.435704,308.1,-89.9
4251,2018.9626144756,308.7,40.2732474297128,-7.49921542181402,2018.9626144756,7.5,5.2,264.435704,308.1,-89.9
4252,2018.9626144756,308.7,40.273247408035,-7.49921539388085,2018.9626144756,7.6,5.1,264.435704,308.1,-89.9
4253,2018.9626144756,308.7,40.2732473940694,-7.49921535005003,2018.9626144756,7.7,5.2,264.435704,308.1,-89.9
4254,2018.9626144756,308.7,40.2732473836474,-7.49921530020144,2018.9626144756,7.6,5.2,264.435704,308.1,-89.9
4255,2018.9626144756,308.7,40.2732473442521,-7.49921529211789,2018.9626144756,7.6,5.3,264.435704,308.1,-89.9
4256,2018.9626144756,308.8,40.273247219396,-7.49921531259623,2018.9626144756,7.8,5.5,264.435704,308.1,-89.9
4257,2018.9626144756,308.8,40.2732471977182,-7.49921529292624,2018.9626144756,7.8,5.4,264.435704,308.1,-89.9
4258,2018.9626144756,308.8,40.2732471810429,-7.499215263556,2018.9626144756,7.9,5.4,264.435704,308.1,-89.9
4259,2018.9626144756,308.8,40.2732471781247,-7.49921526113093,2018.9626144756,8.0,5.6,264.435704,308.1,-89.9
4260,2018.9626144756,308.8,40.2732471712462,-7.49921526032258,2018.9626144756,8.0,5.5,264.435704,308.1,-89.9
4261,2018.6345304756,308.7,40.2732472185622,-7.49921525780769,2018.6345304756,8.3,5.1,264.10762,308.1,-89.9
4262,2018.9626144756,308.7,40.2732472308603,-7.49921524855651,2018.9626144756,8.0,5.1,264.435704,308.1,-89.9
4263,2018.9626144756,308.7,40.2732472569154,-7.49921519547451,2018.9626144756,7.6,5.4,264.435704,308.1,-89.9
4264,2018.9626144756,308.6,40.2732472919334,-7.49921513179407,2018.9626144756,7.7,5.3,264.435704,308.1,-89.9
4265,2019.2906984756,308.6,40.2732473946948,-7.49921520212099,2019.2906984756,7.7,6.0,264.763788,308.1,-89.9
4266,2018.9626144756,308.6,40.2732474459712,-7.49921520203117,2018.9626144756,7.4,5.6,264.435704,308.1,-89.9
4267,2018.9626144756,308.5,40.2732475041262,-7.49921514903898,2018.9626144756,7.2,4.8,264.435704,308.1,-89.9
4268,2018.6345304756,308.5,40.2732475918798,-7.49921508212512,2018.6345304756,6.9,5.6,264.10762,308.1,-89.9
4269,2018.6345304756,308.7,40.2732477379968,-7.49921504080917,2018.6345304756,6.0,6.9,264.10762,308.1,-89.9
4270,2018.6345304756,308.8,40.2732478440932,-7.49921499347547,2018.6345304756,5.8,7.3,264.10762,308.1,-89.9
4271,2018.6345304756,308.8,40.2732478509717,-7.49921490464619,2018.6345304756,6.2,6.4,264.10762,308.1,-89.9
4272,2018.3064464756,308.6,40.2732478219985,-7.49921480216469,2018.3064464756,7.0,4.8,263.779536,308.1,-89.9
4273,2018.3064464756,308.6,40.2732478194972,-7.49921468504298,2018.3064464756,6.9,5.6,263.779536,308.1,-89.9
4274,2018.3064464756,308.7,40.273247850138,-7.49921460429725,2018.3064464756,6.7,5.8,263.779536,308.1,-89.9
4275,2018.6345304756,308.8,40.2732478299192,-7.49921453971864,2018.6345304756,7.2,5.4,264.10762,308.1,-89.9
4276,2018.3064464756,308.7,40.2732477888564,-7.49921447379276,2018.3064464756,7.4,5.2,263.779536,308.1,-89.9
4277,2018.6345304756,308.7,40.2732477429994,-7.49921443193792,2018.6345304756,7.4,5.0,264.10762,308.1,-89.9
4278,2018.6345304756,308.6,40.2732476366946,-7.49921448313376,2018.6345304756,7.5,5.1,264.10762,308.1,-89.9
4279,2018.9626144756,308.6,40.2732476210615,-7.49921444612904,2018.9626144756,7.4,5.2,264.435704,308.1,-89.9
4280,2018.9626144756,308.6,40.273247617518,-7.49921440202876,2018.9626144756,7.3,5.1,264.435704,308.1,-89.9
4281,2018.9626144756,308.5,40.2732476433647,-7.49921435370707,2018.9626144756,7.1,5.2,264.435704,308.1,-89.9
4282,2018.9626144756,308.5,40.273247726741,-7.49921434104284,2018.9626144756,6.8,5.4,264.435704,308.1,-89.9
4283,2018.9626144756,308.5,40.2732477484188,-7.49921432514518,2018.9626144756,6.5,5.4,264.435704,308.1,-89.9
4284,2019.2906984756,308.6,40.2732477684292,-7.49921431715145,2019.2906984756,6.4,5.7,264.763788,308.1,-89.9
4285,2018.9626144756,308.6,40.2732478007375,-7.49921428697284,2018.9626144756,6.3,6.0,264.435704,308.1,-89.9
4286,2018.9626144756,308.5,40.2732477963602,-7.49921431104387,2018.9626144756,6.3,5.9,264.435704,308.1,-89.9
4287,2018.9626144756,308.4,40.2732478599347,-7.49921420227516,2018.9626144756,6.2,5.5,264.435704,308.1,-89.9
4288,2018.6345304756,308.4,40.2732479489389,-7.4992140583879,2018.6345304756,5.7,5.2,264.10762,308.1,-89.9
4289,2018.6345304756,308.4,40.2732480460724,-7.49921397683382,2018.6345304756,5.3,5.1,264.10762,308.1,-89.9
4290,2018.9626144756,308.5,40.2732482347113,-7.4992138898907,2018.9626144756,5.0,5.4,264.435704,308.1,-89.9
4291,2018.9626144756,308.6,40.2732483358051,-7.49921382755752,2018.9626144756,4.7,5.8,264.435704,308.1,-89.9
4292,2018.9626144756,308.7,40.2732484339807,-7.49921375812877,2018.9626144756,4.5,6.0,264.435704,308.1,-89.9
4293,2018.9626144756,308.7,40.2732485421615,-7.49921366301228,2018.9626144756,4.4,6.0,264.435704,308.1,-89.9
4294,2018.6345304756,308.7,40.2732486488832,-7.49921355765663,2018.6345304756,4.3,5.9,264.10762,308.1,-89.9
4295,2018.6345304756,308.8,40.2732487320511,-7.49921343918765,2018.6345304756,4.6,5.9,264.10762,308.1,-89.9
4296,2018.6345304756,308.7,40.2732487282992,-7.4992133364367,2018.6345304756,4.7,5.5,264.10762,308.1,-89.9
4297,2018.3064464756,308.7,40.2732487193362,-7.49921324778706,2018.3064464756,5.0,5.5,263.779536,308.1,-89.9
4298,2018.6345304756,308.7,40.2732486984922,-7.49921316362828,2018.6345304756,5.4,5.4,264.10762,308.1,-89.9
4299,2018.3064464756,308.6,40.2732485502907,-7.49921313847944,2018.3064464756,5.8,5.1,263.779536,308.1,-89.9
4300,2018.6345304756,308.7,40.2732483453934,-7.49921313632383,2018.6345304756,5.9,5.2,264.10762,308.1,-89.9
4301,2018.6345304756,308.7,40.2732482176192,-7.49921310372016,2018.6345304756,6.1,5.2,264.10762,308.1,-89.9
4302,2018.6345304756,308.6,40.2732481165254,-7.49921306500892,2018.6345304756,6.4,5.2,264.10762,308.1,-89.9
4303,2018.6345304756,308.6,40.2732480740034,-7.49921318222045,2018.6345304756,6.9,5.3,264.10762,308.1,-89.9
4304,2018.9626144756,308.6,40.2732480268958,-7.49921323512282,2018.9626144756,6.9,5.6,264.435704,308.1,-89.9
4305,2018.9626144756,308.6,40.273248022727,-7.49921329574948,2018.9626144756,6.9,5.4,264.435704,308.1,-89.9
4306,2018.9626144756,308.6,40.2732480304393,-7.4992133556576,2018.9626144756,7.0,5.1,264.435704,308.1,-89.9
4307,2018.9626144756,308.7,40.2732480214763,-7.49921349262893,2018.9626144756,7.1,5.5,264.435704,308.1,-89.9
4308,2019.2906984756,308.7,40.2732479756193,-7.499213530442,2019.2906984756,7.1,5.8,264.763788,308.1,-89.9
4309,2018.9626144756,308.7,40.2732479576934,-7.49921353484304,2018.9626144756,7.0,6.1,264.435704,308.1,-89.9
4310,2018.9626144756,308.7,40.2732479466461,-7.49921352199917,2018.9626144756,6.7,6.1,264.435704,308.1,-89.9
4311,2018.9626144756,308.7,40.2732479372662,-7.49921352774748,2018.9626144756,6.6,5.8,264.435704,308.1,-89.9
4312,2018.9626144756,308.7,40.2732479289286,-7.49921352478351,2018.9626144756,6.5,5.8,264.435704,308.1,-89.9
4313,2018.9626144756,308.6,40.2732479408097,-7.49921350376627,2018.9626144756,6.4,5.8,264.435704,308.1,-89.9
4314,2018.9626144756,308.6,40.2732479547753,-7.49921347134224,2018.9626144756,6.6,5.8,264.435704,308.1,-89.9
4315,2019.2906984756,308.6,40.2732479230923,-7.49921343146337,2019.2906984756,6.7,5.5,264.763788,308.1,-89.9
4316,2019.2906984756,308.7,40.2732478507633,-7.49921333715524,2019.2906984756,6.5,5.2,264.763788,308.1,-89.9
4317,2019.2906984756,308.7,40.2732478180381,-7.49921326997192,2019.2906984756,6.5,5.4,264.763788,308.1,-89.9
4318,2019.2906984756,308.7,40.2732477807272,-7.49921321248887,2019.2906984756,6.5,5.3,264.763788,308.1,-89.9
4319,2019.2906984756,308.7,40.2732476867204,-7.49921309482825,2019.2906984756,6.5,5.2,264.763788,308.1,-89.9
4320,2019.2906984756,308.7,40.2732476671269,-7.49921305935043,2019.2906984756,6.5,5.0,264.763788,308.1,-89.9
4321,2019.2906984756,308.7,40.2732476535783,-7.49921303968045,2019.2906984756,6.6,5.1,264.763788,308.1,-89.9
4322,2019.2906984756,308.7,40.2732476462828,-7.49921301120837,2019.2906984756,6.6,5.0,264.763788,308.1,-89.9
4323,2019.2906984756,308.7,40.2732477015197,-7.49921302962091,2019.2906984756,6.7,4.9,264.763788,308.1,-89.9
4324,2019.2906984756,308.7,40.2732476981846,-7.49921304057862,2019.2906984756,6.9,4.9,264.763788,308.1,-89.9
4325,2019.2906984756,308.7,40.2732476942242,-7.49921306572745,2019.2906984756,7.1,5.1,264.763788,308.1,-89.9
4326,2019.6187824756,308.7,40.2732476571218,-7.49921306608672,2019.6187824756,7.2,5.1,265.091872,308.1,-89.9
4327,2019.6187824756,308.7,40.2732476079297,-7.49921305656609,2019.6187824756,7.3,5.0,265.091872,308.1,-89.9
4328,2019.6187824756,308.7,40.2732475210099,-7.49921312033635,2019.6187824756,7.3,5.0,265.091872,308.1,-89.9
4329,2019.6187824756,308.7,40.2732474657731,-7.49921312985698,2019.6187824756,7.5,5.0,265.091872,308.1,-89.9
4330,2019.6187824756,308.7,40.2732474167895,-7.49921313300059,2019.6187824756,7.5,5.0,265.091872,308.1,-89.9
4331,2019.6187824756,308.7,40.2732473730169,-7.49921312859954,2019.6187824756,7.4,5.1,265.091872,308.1,-89.9
4332,2019.2906984756,308.7,40.2732473600936,-7.49921312877918,2019.2906984756,7.3,5.0,264.763788,308.1,-89.9
4333,2019.6187824756,308.7,40.2732473840643,-7.49921310425906,2019.6187824756,7.1,5.0,265.091872,308.1,-89.9
4334,2019.2906984756,308.6,40.2732473844812,-7.4992130794695,2019.2906984756,7.2,5.0,264.763788,308.1,-89.9
4335,2019.2906984756,308.6,40.273247381563,-7.49921305153633,2019.2906984756,7.1,5.1,264.763788,308.1,-89.9
4336,2019.2906984756,308.7,40.2732474109531,-7.49921304120734,2019.2906984756,7.0,5.1,264.763788,308.1,-89.9
4337,2019.2906984756,308.7,40.2732474382589,-7.49921301174728,2019.2906984756,7.0,5.2,264.763788,308.1,-89.9
4338,2019.2906984756,308.7,40.2732474230427,-7.49921298767625,2019.2906984756,6.9,5.1,264.763788,308.1,-89.9
4339,2019.2906984756,308.7,40.2732473976129,-7.49921296100052,2019.2906984756,7.0,4.9,264.763788,308.1,-89.9
4340,2019.2906984756,308.7,40.2732473236164,-7.49921300869349,2019.2906984756,6.9,4.8,264.763788,308.1,-89.9
4341,2019.2906984756,308.7,40.2732473254924,-7.49921299980158,2019.2906984756,7.1,4.7,264.763788,308.1,-89.9
4342,2019.2906984756,308.6,40.2732473352891,-7.49921300105902,2019.2906984756,7.1,4.7,264.763788,308.1,-89.9
4343,2019.2906984756,308.7,40.2732473527981,-7.49921300294518,2019.2906984756,6.8,5.3,264.763788,308.1,-89.9
4344,2019.2906984756,308.7,40.2732474026155,-7.49921296998225,2019.2906984756,6.6,5.3,264.763788,308.1,-89.9
4345,2019.2906984756,308.6,40.2732475330995,-7.49921293378589,2019.2906984756,6.8,4.8,264.763788,308.1,-89.9
4346,2019.2906984756,308.6,40.2732475576955,-7.499212913577,2019.2906984756,7.0,4.6,264.763788,308.1,-89.9
4347,2019.2906984756,308.6,40.273247580624,-7.49921290414619,2019.2906984756,6.9,4.9,264.763788,308.1,-89.9
4348,2019.2906984756,308.7,40.2732475837506,-7.49921286633312,2019.2906984756,6.8,5.2,264.763788,308.1,-89.9
4349,2019.6187824756,308.7,40.2732475245534,-7.49921278109653,2019.6187824756,6.9,5.1,265.091872,308.1,-89.9
4350,2019.2906984756,308.7,40.2732475493578,-7.49921275145683,2019.2906984756,6.9,4.9,264.763788,308.1,-89.9
4351,2019.2906984756,308.7,40.2732475812493,-7.49921272046988,2019.2906984756,6.6,4.9,264.763788,308.1,-89.9
4352,2019.2906984756,308.7,40.273247585835,-7.49921269954245,2019.2906984756,6.8,4.8,264.763788,308.1,-89.9
4353,2018.9626144756,308.7,40.2732476068875,-7.49921275819313,2018.9626144756,6.8,4.8,264.435704,308.1,-89.9
4354,2018.9626144756,308.7,40.2732475900038,-7.49921269433305,2018.9626144756,6.6,4.7,264.435704,308.1,-89.9
4355,2018.9626144756,308.6,40.2732475633234,-7.49921261601239,2018.9626144756,6.7,4.6,264.435704,308.1,-89.9
4356,2018.9626144756,308.6,40.2732475393527,-7.4992125442484,2018.9626144756,7.0,4.4,264.435704,308.1,-89.9
4357,2018.9626144756,308.7,40.2732474674406,-7.4992124033251,2018.9626144756,6.6,4.7,264.435704,308.1,-89.9
4358,2018.9626144756,308.7,40.2732474605621,-7.49921236569167,2018.9626144756,6.8,4.9,264.435704,308.1,-89.9
4359,2018.9626144756,308.7,40.273247448264,-7.49921234072247,2018.9626144756,7.0,5.0,264.435704,308.1,-89.9
4360,2019.2906984756,308.7,40.2732473961538,-7.49921233560288,2019.2906984756,7.2,5.0,264.763788,308.1,-89.9
4361,2019.2906984756,308.8,40.2732473221573,-7.49921233263891,2019.2906984756,7.5,5.0,264.763788,308.1,-89.9
4362,2019.2906984756,308.8,40.2732472043883,-7.49921239847497,2019.2906984756,7.6,4.6,264.763788,308.1,-89.9
